company_linkedin_url,company_name,linkedin_json
https://www.linkedin.com/company/2445746/,Allurion Technologies,"{""linkedInId"": ""2445746"", ""name"": ""Allurion Technologies"", ""universalName"": ""allurion-technologies"", ""linkedInUrl"": ""https://www.linkedin.com/company/2445746"", ""employeeCount"": 234, ""followerCount"": 48218, ""employeeCountRange"": {""start"": 201, ""end"": 500}, ""websiteUrl"": ""http://www.allurion.com"", ""tagline"": ""Allurion was founded in 2009 with one mission: end obesity."", ""description"": ""Allurion was founded in 2009 with one mission: end obesity. The Allurion Program combines medical, digital, and nutritional approaches and engages an entire team to jumpstart weight loss and form lifelong healthy habits.\n\nAllurion has already helped thousands of people around the world lose weight, develop lifelong healthy habits, and transform their lives, with over 100,000 balloons placed, and over 1,000,000kg lost worldwide."", ""industry"": ""Medical Equipment Manufacturing"", ""phone"": null, ""specialities"": [], ""headquarter"": {""city"": ""Natick"", ""country"": ""US"", ""postalCode"": ""01760"", ""geographicArea"": ""MA"", ""street1"": ""14 Huron Drive"", ""street2"": null}, ""logo"": ""https://media.licdn.com/dms/image/v2/C4E0BAQH0OG_0n2HoAw/company-logo_400_400/company-logo_400_400/0/1675955321825/allurion_technologies_logo?e=1743638400&v=beta&t=94sZ69OA8OFYuou2bQuuGS1lEbTWlERQEJcOStYuhhU"", ""foundedOn"": {""year"": 2009}, ""fundingData"": {""numberOfFundingRounds"": 13, ""crunchbaseOrganizationUrl"": ""https://www.crunchbase.com/organization/allurion-technologies?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta"", ""lastFundingRound"": {""fundingType"": ""Post IPO equity"", ""moneyRaised"": {""amount"": ""20000000"", ""currencyCode"": ""USD""}, ""fundingRoundUrl"": ""https://www.crunchbase.com/funding_round/allurion-technologies-post-ipo-equity--812b6055?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=last_funding"", ""announcedOn"": ""2024-06-28T00:00:00.000Z"", ""numberOfOtherInvestors"": 1, ""investorsUrl"": ""https://www.crunchbase.com/funding_round/allurion-technologies-post-ipo-equity--812b6055?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=all_investors"", ""leadInvestors"": []}}}"
https://www.linkedin.com/company/11965473/,Anna Cummings,"{""linkedInId"": ""11965473"", ""name"": ""Anna Cummings"", ""universalName"": ""anna-cummings"", ""linkedInUrl"": ""https://www.linkedin.com/company/11965473"", ""employeeCount"": 0, ""followerCount"": 1, ""employeeCountRange"": {""start"": 0, ""end"": 1}, ""websiteUrl"": ""http://www.annacummings.co.uk"", ""tagline"": null, ""description"": null, ""industry"": ""Wellness and Fitness Services"", ""phone"": null, ""specialities"": [], ""headquarter"": {""city"": null, ""country"": ""GB"", ""postalCode"": null, ""geographicArea"": null, ""street1"": null, ""street2"": null}, ""logo"": null, ""fundingData"": null}"
https://www.linkedin.com/company/162479/,Apple,"{""linkedInId"": ""162479"", ""name"": ""Apple"", ""universalName"": ""apple"", ""linkedInUrl"": ""https://www.linkedin.com/company/162479"", ""employeeCount"": 168811, ""followerCount"": 17687588, ""employeeCountRange"": {""start"": 10001, ""end"": 1}, ""websiteUrl"": ""http://www.apple.com/careers"", ""tagline"": null, ""description"": ""We’re a diverse collective of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. And the same innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it. This is where your work can make a difference in people’s lives. Including your own.\n\nApple is an equal opportunity employer that is committed to inclusion and diversity. Visit apple.com/careers to learn more."", ""industry"": ""Computers and Electronics Manufacturing"", ""phone"": null, ""specialities"": [""Innovative Product Development"", ""World-Class Operations"", ""Retail"", ""Telephone Support""], ""headquarter"": {""city"": ""Cupertino"", ""country"": ""US"", ""postalCode"": ""95014"", ""geographicArea"": ""California"", ""street1"": ""1 Apple Park Way"", ""street2"": null}, ""logo"": ""https://media.licdn.com/dms/image/v2/C560BAQHdAaarsO-eyA/company-logo_400_400/company-logo_400_400/0/1630637844948/apple_logo?e=1743638400&v=beta&t=CAvxdCvgb7gnd-XCkAxqko0pJA7l7gkhY9iKn_i8VAo"", ""foundedOn"": {""year"": 1976}, ""fundingData"": {""numberOfFundingRounds"": 7, ""crunchbaseOrganizationUrl"": ""https://www.crunchbase.com/organization/apple?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta"", ""lastFundingRound"": {""fundingType"": ""Post IPO equity"", ""moneyRaised"": {}, ""fundingRoundUrl"": ""https://www.crunchbase.com/funding_round/apple-post-ipo-equity--45845def?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=last_funding"", ""announcedOn"": ""2021-04-30T00:00:00.000Z"", ""numberOfOtherInvestors"": 1, ""investorsUrl"": ""https://www.crunchbase.com/funding_round/apple-post-ipo-equity--45845def?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=all_investors"", ""leadInvestors"": []}}}"
https://www.linkedin.com/company/33456164/,"Barker, Bucci & Malone, LLC","{""linkedInId"": ""33456164"", ""name"": ""b+"", ""universalName"": ""bbmllc"", ""linkedInUrl"": ""https://www.linkedin.com/company/33456164"", ""employeeCount"": 1, ""followerCount"": 28, ""employeeCountRange"": {""start"": 2, ""end"": 10}, ""websiteUrl"": ""http://www.bmorefin.com"", ""tagline"": ""Things are broken. That’s why we’ve got to make a change. The next massive shift is toward financial inclusion."", ""description"": ""We’ve worked with more than 30 startups in 20 years, and put our clients in the right place at the right time in a lot of pivotal moments. \n\nTo be successful today, brands have to connect in genuine, authentic ways. More than ever, people are seeking authenticity, kindness, community, and sustainability.\n\nWe’re so positive about this shift, we’re betting our business on it. Learn more about our initiatives and about what it takes to create experiences that win lifelong customers. "", ""industry"": ""Business Consulting and Services"", ""phone"": ""+1.857.972.9333"", ""specialities"": [""Revenue"", ""Change Management"", ""Start-Up"", ""LinkedIn Lead Generation""], ""headquarter"": {""city"": ""Boston"", ""country"": ""US"", ""postalCode"": ""02115"", ""geographicArea"": ""Massachusetts"", ""street1"": ""177 Huntington Ave"", ""street2"": ""#179627""}, ""logo"": ""https://media.licdn.com/dms/image/v2/C560BAQEMeeuGOq_rkQ/company-logo_400_400/company-logo_400_400/0/1630648717859/bbmllc_logo?e=1743638400&v=beta&t=DFVlAvs2GPA7BuhNocL9vC_wE70uA9-7uhjdVEVq-oc"", ""foundedOn"": {""year"": 2018}, ""fundingData"": null}"
https://www.linkedin.com/company/102185322/,BetterLocal,"{""linkedInId"": ""102185322"", ""name"": ""BetterLocal"", ""universalName"": ""betterlocal"", ""linkedInUrl"": ""https://www.linkedin.com/company/102185322"", ""employeeCount"": 2, ""followerCount"": 2, ""employeeCountRange"": {""start"": 2, ""end"": 10}, ""websiteUrl"": ""https://betterlocal.co.za/"", ""tagline"": ""Get Found Online. Make it easier for customers to find your business without breaking the bank."", ""description"": ""Our digital marketing agency specializes in improving your visibility online. We understand the distinct needs and financial challenges of small to medium-sized businesses. Our team employs a combination of innovative strategies, such as captivating social media campaigns, targeted content creation, and essential SEO, to enhance your brand's visibility and attract customers. We are dedicated to your business's growth and offer guidance through the digital landscape with our strategic, results-driven approach: Get Fixed. Get Found. Get Busy."", ""industry"": ""Marketing Services"", ""phone"": ""086-126-4689"", ""specialities"": [], ""headquarter"": {""city"": null, ""country"": null, ""postalCode"": null, ""geographicArea"": null, ""street1"": null, ""street2"": null}, ""logo"": ""https://media.licdn.com/dms/image/v2/D4E0BAQGzQO6ZPiFd8A/company-logo_400_400/company-logo_400_400/0/1710353148925/betterlocal_logo?e=1743638400&v=beta&t=-_fNa-zeHhUnIafEg1QjjGHCw9CD86RfRYbSavXim4E"", ""foundedOn"": {""year"": 2021}, ""fundingData"": null}"
https://www.linkedin.com/company/25078238/,Blockchain Voice,"{""linkedInId"": ""25078238"", ""name"": ""Blockchain Voice"", ""universalName"": ""blockchainvoice"", ""linkedInUrl"": ""https://www.linkedin.com/company/25078238"", ""employeeCount"": 1, ""followerCount"": 19, ""employeeCountRange"": {""start"": 2, ""end"": 10}, ""websiteUrl"": ""https://blockchainvoice.ml/"", ""tagline"": null, ""description"": ""Blockchain Voice is a public relations company developing unique PR and creative marketing strategies for blockchain industry."", ""industry"": ""Market Research"", ""phone"": null, ""specialities"": [""blockchain"", ""ICO"", ""cryptocurrency"", ""market research"", ""marketing"", ""fundraising"", ""public relations"", ""business development""], ""headquarter"": {""city"": ""New York City"", ""country"": ""US"", ""postalCode"": ""10111"", ""geographicArea"": ""NY"", ""street1"": ""45 Rockefeller Plaza "", ""street2"": null}, ""logo"": ""https://media.licdn.com/dms/image/v2/C510BAQEkQgMQe24-QA/company-logo_400_400/company-logo_400_400/0/1631368166534?e=1743638400&v=beta&t=IiPBHkyGPc2D8aBTQSIjUAfXCmHLygjKQsbDoUtm6UI"", ""foundedOn"": {""year"": 2016}, ""fundingData"": null}"
https://www.linkedin.com/company/5737091/,Cider Sante Group,"{""linkedInId"": ""5737091"", ""name"": ""Cider Sante Group"", ""universalName"": ""cider-sante-group"", ""linkedInUrl"": ""https://www.linkedin.com/company/5737091"", ""employeeCount"": 2, ""followerCount"": 11, ""employeeCountRange"": {""start"": 51, ""end"": 200}, ""websiteUrl"": null, ""tagline"": null, ""description"": null, ""industry"": ""Pharmaceutical Manufacturing"", ""phone"": null, ""specialities"": [], ""headquarter"": {""city"": ""Neuilly-sur-Seine"", ""country"": ""FR"", ""postalCode"": ""92200"", ""geographicArea"": ""??le-de-France"", ""street1"": ""13 Bd Paul Emile Victor"", ""street2"": null}, ""logo"": null, ""fundingData"": null}"
https://www.linkedin.com/company/5656/,Cleveland Clinic,"{""linkedInId"": ""5656"", ""name"": ""Cleveland Clinic"", ""universalName"": ""cleveland-clinic"", ""linkedInUrl"": ""https://www.linkedin.com/company/5656"", ""employeeCount"": 44963, ""followerCount"": 778087, ""employeeCountRange"": {""start"": 10001, ""end"": 1}, ""websiteUrl"": ""http://www.clevelandclinic.org/"", ""tagline"": ""Your source for health news, tips and information from one of the nation’s top hospitals."", ""description"": ""Cleveland Clinic, located in Cleveland, Ohio, is a not-for-profit, multispecialty academic medical center that integrates clinical and hospital care with research and education.\r\n\r\nFounded in 1921 by four renowned physicians with a vision of providing outstanding patient care based upon the principles of cooperation, compassion and innovation, Cleveland Clinic has become one of the largest and most respected hospitals in the country.\r\n\r\nCleveland Clinic facilities can be found throughout Northeast Ohio, as well as around the country and world including: \r\nCleveland Clinic Florida\r\nCleveland Clinic Canada \r\nCleveland Clinic Abu Dhabi \r\nCleveland Clinic Lou Ruvo Center for Brain Health - Las Vegas\r\n\r\nCleveland Clinic health system includes eight regional hospitals, 16 family health centers, a children's hospital for rehabilitation and one affiliate hospital.  Cleveland Clinic is accredited by The Joint Commission, the nation’s largest accreditor of healthcare organizations. \r\n\r\nOur family health centers offer:\r\nOutpatient care \r\nPrimary care \r\nNumerous subspecialties \r\nNumerous locations \r\n\r\nAll of our hospitals, family health centers, outpatient clinics and home healthcare programs are also accredited by The Joint Commission under its hospital accreditation program."", ""industry"": ""Hospitals and Health Care"", ""phone"": null, ""specialities"": [""Cancer Care"", ""ObGyn & Women's Health"", ""Dermatology & Plastic Surgery"", ""Opthalmology"", ""Digestive Disease"", ""Orthopaedics & Rheumatology"", ""Endocrinology & Metabolism"", ""Respiratory"", ""Head & Neck"", ""Urology & Kidneys"", ""Heart & Vascular"", ""Wellness"", ""Neurological""], ""headquarter"": {""city"": ""Cleveland"", ""country"": ""US"", ""postalCode"": null, ""geographicArea"": ""Ohio"", ""street1"": ""9500 Euclid Ave"", ""street2"": null}, ""logo"": ""https://media.licdn.com/dms/image/v2/C4D0BAQHpIFVMDGreYg/company-logo_400_400/company-logo_400_400/0/1631310523369?e=1743638400&v=beta&t=kpb5NS5PV_QEQ5hFn3YiAkc2ddASs_YXg9x2JTGBZg8"", ""fundingData"": {""numberOfFundingRounds"": 19, ""crunchbaseOrganizationUrl"": ""https://www.crunchbase.com/organization/cleveland-clinic?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta"", ""lastFundingRound"": {""fundingType"": ""Grant"", ""moneyRaised"": {""amount"": ""3140000"", ""currencyCode"": ""USD""}, ""fundingRoundUrl"": ""https://www.crunchbase.com/funding_round/cleveland-clinic-grant--7189dcce?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=last_funding"", ""announcedOn"": ""2023-02-21T00:00:00.000Z"", ""numberOfOtherInvestors"": 0, ""investorsUrl"": ""https://www.crunchbase.com/funding_round/cleveland-clinic-grant--7189dcce?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=all_investors"", ""leadInvestors"": [{""name"": ""National Institutes of Health"", ""url"": ""https://www.crunchbase.com/organization/national-institutes-of-health?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=investor"", ""image"": ""https://media.licdn.com/dms/image/sync/v2/D5638AQGOuTOIpFDK-g/crunchbase_investor_logo_100/crunchbase_investor_logo_100/0/1735150283847?e=1736226000&v=beta&t=pq13JsAQa7MVMnH2lNyOehJEp11rw_HihwH9AXY6VYw""}]}}}"
https://www.linkedin.com/company/35436869/,CryptoLepton.com,"{""linkedInId"": ""35436869"", ""name"": ""CryptoLepton.com"", ""universalName"": ""cryptolepton"", ""linkedInUrl"": ""https://www.linkedin.com/company/35436869"", ""employeeCount"": 0, ""followerCount"": 4, ""employeeCountRange"": {""start"": 2, ""end"": 10}, ""websiteUrl"": ""https://cryptolepton.com/"", ""tagline"": null, ""description"": ""Accompanied by the extreme volatility of cryptocurrencies market, we have seen an increasing trend in misleading information and biased coverage in blockchain news, due to conflict of interests and attempts of pump-and-dump schemes. CryptoLepton.com is an independent voice in blockchain news scope resolved to be the main distributor of accurate information in timely fashion while reflecting current sentiments of the crypto world. We have held to the highest ethical standards in journalism among our peers by implementing robust and critical mechanisms."", ""industry"": ""Media Production"", ""phone"": null, ""specialities"": [], ""headquarter"": {""city"": ""New York"", ""country"": ""US"", ""postalCode"": null, ""geographicArea"": null, ""street1"": ""244 5th Ave"", ""street2"": null}, ""logo"": ""https://media.licdn.com/dms/image/v2/C4E0BAQHQWknarxR2sw/company-logo_400_400/company-logo_400_400/0/1630581497312/cryptolepton_logo?e=1743638400&v=beta&t=n7brcbPn4sQYfoTf_QD9bcpxyydkhpvoatuOmmFkf0Q"", ""foundedOn"": {""year"": 2018}, ""fundingData"": null}"
https://www.linkedin.com/company/18513228/,CryptocurrencyNewsfeed.com,"{""linkedInId"": ""18513228"", ""name"": ""Cryptocurrency Newsfeed "", ""universalName"": ""cryptocurrencynewsfeed"", ""linkedInUrl"": ""https://www.linkedin.com/company/18513228"", ""employeeCount"": 0, ""followerCount"": 217, ""employeeCountRange"": {""start"": 11, ""end"": 50}, ""websiteUrl"": ""https://www.cryptocurrencynewsfeed.com/"", ""tagline"": null, ""description"": ""Cryptocurrency Newsfeed is a real-time news agency. Covering thousands of cryptographic assets, our 90,000 handwritten headlines since inception have been wholly written by our own staff. As an independent publisher with no conflicts of interest, we never publish promotional content, advertisements, or third-party contributions. Our singular goal is to deliver timely, accurate news for crypto industry participants.\n\nCRYPTOCURRENCYNEWSFEED.COM \n\nThe only news service covering all 3,000 cryptocurrencies. Unlike traditional services, CryptocurrencyNewsfeed.com does not neglect any digital assets. All news covered indiscriminately.\n\nDEMO:             https://www.cryptocurrencynewsfeed.com/dashboard/\nWEBSITE:         https://www.cryptocurrencynewsfeed.com/\n\n1. WHY CRYPTOCURRENCY NEWSFEED?\n\nNO ASSET LEFT BEHIND :   \nTHE WORLD'S FIRST AUTHORITATIVE NEWS SOURCE COVERING OVER 3,000 CRYPTOCURRENCIES.\n\nGET INFORMATION BEFORE ANYONE ELSE: \nNON-AGGREGATED, 100% HAND-CURATED CONTENT, ENABLES CRYPTOCURRENCY NEWSFEED TO PUBLISH CONTENT WITHIN SECONDS\n\nZERO DELAYS AS THE CRYPTO MARKET NEVER STOPS:\nBREAKING NEWS COVERAGE 24/7. FACTUAL. UNBIASED. COMPREHENSIVE.\n\n2. HOW DOES CRYPTOCURRENCY NEWSFEED PRODUCE NEWS FASTER?\n\nOUR 100% HAND-CURATED CONTENT PROCESS . ALLOWS US TO PUBLISH CONTENT FASTER & MORE ACCURATELY THAN ANY SERVICE ON THE MARKET\n\n•\tUnbiased, ad-free, authoritative. Every factual development. Every coin.\n•\tSecond-by-second coverage of all currencies, blockchain companies, and ICOs.\n•\tFollow developments in real time. Research new opportunities. Find only the facts.\n•\tIt’s all here, before anywhere else.\n\nMORE INFORMATION: https://www.cryptocurrencynewsfeed.com/api/\n\n\n\n"", ""industry"": ""Online Media"", ""phone"": null, ""specialities"": [""NEWS"", ""FINANCIAL NEWS"", ""DIGITAL ASSET"", ""CRYPTO"", ""BITCOIN"", ""ALT-COINS"", ""SPEED"", ""HEADLINES"", ""HUMAN CURATED"", ""BLOCKCHAIN NEWS"", ""CRYPTOCURRENCY NEWS"", ""BITCOIN NEWS""], ""headquarter"": {""city"": ""Auckland"", ""country"": ""NZ"", ""postalCode"": ""1061"", ""geographicArea"": null, ""street1"": ""162 Victoria St"", ""street2"": null}, ""logo"": ""https://media.licdn.com/dms/image/v2/C560BAQHntNWBajU3tg/company-logo_400_400/company-logo_400_400/0/1631375418503?e=1743638400&v=beta&t=nI-oyGlXcZ7j5qPq6fF00mifU1MeeTSGn-17ytYR6II"", ""foundedOn"": {""year"": 2017}, ""fundingData"": null}"
